title,source,published,content,sentiment,geo_risk_score,geo_risk_level,energy_risk,investment_recommendation,dataset_type,text,is_geopolitical,is_financial,confidence_score_%
Ticket site to pay customers $10 million settlement: Do you qualify?,Dothaneagle,2026-04-12 15:40:00,Ticket site to pay customers $10 million settlement: Do you qualify?,Neutral,,Low,,Market Neutral | Hold Positions,live-feed,Ticket site to pay customers $10 million settlement: Do you qualify? Ticket site to pay customers $10 million settlement: Do you qualify?,True,True,94.02
Lessons learned in ‘70s have made the US and world economies less vulnerable to oil shocks,Equity Insider,2026-04-12 15:38:34,Lessons learned in ‘70s have made the US and world economies less vulnerable to oil shocks,Negative,,Low,,Hold Cash | Defensive Stocks,live-feed,Lessons learned in ‘70s have made the US and world economies less vulnerable to oil shocks Lessons learned in ‘70s have made the US and world economies less vulnerable to oil shocks,True,True,92.14
No reduction in prices despite dip in fuel costs,The Express Tribune,2026-04-12 15:38:02,No reduction in prices despite dip in fuel costs,Neutral,,Low,,Market Neutral | Hold Positions,live-feed,No reduction in prices despite dip in fuel costs No reduction in prices despite dip in fuel costs,True,True,94.28
South Africa's Second-Biggest Party Elects Cape Town Mayor Hill-Lewis as Leader,Brietbart,2026-04-12 15:35:52,South Africa's Second-Biggest Party Elects Cape Town Mayor Hill-Lewis as Leader,Neutral,,Low,,Market Neutral | Hold Positions,live-feed,South Africa's Second-Biggest Party Elects Cape Town Mayor Hill-Lewis as Leader South Africa's Second-Biggest Party Elects Cape Town Mayor Hill-Lewis as Leader,True,True,93.96
"What to know about Trump's tax breaks for tips, overtime when filing state tax returns",Kutv,2026-04-12 15:34:11,"What to know about Trump's tax breaks for tips, overtime when filing state tax returns",Neutral,,Low,,Market Neutral | Hold Positions,live-feed,"What to know about Trump's tax breaks for tips, overtime when filing state tax returns What to know about Trump's tax breaks for tips, overtime when filing state tax returns",True,True,94.22
Food prices outpace official rates across metropolis,The Express Tribune,2026-04-12 15:31:19,Food prices outpace official rates across metropolis,Neutral,,Low,,Market Neutral | Hold Positions,live-feed,Food prices outpace official rates across metropolis Food prices outpace official rates across metropolis,True,True,93.83
Popular Thai restaurant up for £125K sale as owner to retire,Oxford Mail,2026-04-12 15:30:00,Popular Thai restaurant up for £125K sale as owner to retire,Positive,,Low,,"Buy Equities, Banking, IT",live-feed,Popular Thai restaurant up for £125K sale as owner to retire Popular Thai restaurant up for £125K sale as owner to retire,True,True,91.94
Popular Thai restaurant up for £125K sale as owner to retire,The Bicester Advertiser,2026-04-12 15:30:00,Popular Thai restaurant up for £125K sale as owner to retire,Positive,,Low,,"Buy Equities, Banking, IT",live-feed,Popular Thai restaurant up for £125K sale as owner to retire Popular Thai restaurant up for £125K sale as owner to retire,True,True,92.01
Nvidia leads AI infrastructure buildout as hyperscalers commit $660bn to data centers in 2026,Complete Ai Training,2026-04-12 15:29:41,Nvidia leads AI infrastructure buildout as hyperscalers commit $660bn to data centers in 2026,Neutral,,Low,,Market Neutral | Hold Positions,live-feed,Nvidia leads AI infrastructure buildout as hyperscalers commit $660bn to data centers in 2026 Nvidia leads AI infrastructure buildout as hyperscalers commit $660bn to data centers in 2026,True,True,94.17
"Women’s movement has been ‘systematically’ destroyed, says Pidcock",Morning Star,2026-04-12 15:28:33,"Women’s movement has been ‘systematically’ destroyed, says Pidcock",Neutral,,Low,,Market Neutral | Hold Positions,live-feed,"Women’s movement has been ‘systematically’ destroyed, says Pidcock Women’s movement has been ‘systematically’ destroyed, says Pidcock",True,True,93.89
Treasury bill yields rise as govt ramps up bank borrowing,The Business Standard,2026-04-12 15:45:00,Treasury bill yields rise as govt ramps up bank borrowing,Neutral,,Low,,Market Neutral | Hold Positions,live-feed,Treasury bill yields rise as govt ramps up bank borrowing Treasury bill yields rise as govt ramps up bank borrowing,True,True,93.97
Smart Investors Recognize Stock Screener Breakout Patterns Signaling Historic Market Opportunity,Equity Insider,2026-04-12 15:43:11,Smart Investors Recognize Stock Screener Breakout Patterns Signaling Historic Market Opportunity,Positive,,Low,,"Buy Equities, Banking, IT",live-feed,Smart Investors Recognize Stock Screener Breakout Patterns Signaling Historic Market Opportunity Smart Investors Recognize Stock Screener Breakout Patterns Signaling Historic Market Opportunity,True,True,91.9
Consumer expert names 'best' Cash ISA as last year opens for current tax-free limit,Chroniclelive Co Uk,2026-04-12 15:49:35,Consumer expert names 'best' Cash ISA as last year opens for current tax-free limit,Positive,,Low,,"Buy Equities, Banking, IT",live-feed,Consumer expert names 'best' Cash ISA as last year opens for current tax-free limit Consumer expert names 'best' Cash ISA as last year opens for current tax-free limit,True,True,92.0
‘There is no rule of law’: High Court justices rail at failure to enlist Haredim,The Times Of Israel,2026-04-12 15:48:41,‘There is no rule of law’: High Court justices rail at failure to enlist Haredim,Neutral,,Low,,Market Neutral | Hold Positions,live-feed,‘There is no rule of law’: High Court justices rail at failure to enlist Haredim ‘There is no rule of law’: High Court justices rail at failure to enlist Haredim,True,True,94.0
"SLNO SHAREHOLDER REMINDER: Faruqi & Faruqi, LLP Reminds Soleno Therapeutics (SLNO) Investors of Securities Class Action Deadline on May 5, 2026",Pr Newswire,2026-04-12 15:54:00,"SLNO SHAREHOLDER REMINDER: Faruqi & Faruqi, LLP Reminds Soleno Therapeutics (SLNO) Investors of Securities Class Action Deadline on May 5, 2026",Neutral,,Low,,Market Neutral | Hold Positions,live-feed,"SLNO SHAREHOLDER REMINDER: Faruqi & Faruqi, LLP Reminds Soleno Therapeutics (SLNO) Investors of Securities Class Action Deadline on May 5, 2026 SLNO SHAREHOLDER REMINDER: Faruqi & Faruqi, LLP Reminds Soleno Therapeutics (SLNO) Investors of Securities Class Action Deadline on May 5, 2026",True,True,94.1
Raise coming to municipal election officials in Lake Country,Kelowna Capital News,2026-04-12 15:53:00,Raise coming to municipal election officials in Lake Country,Neutral,,Low,,Market Neutral | Hold Positions,live-feed,Raise coming to municipal election officials in Lake Country Raise coming to municipal election officials in Lake Country,True,True,94.03
Child care crisis forces Washington county to try an unusual solution,Yakima Herald-republic,2026-04-12 16:00:00,Child care crisis forces Washington county to try an unusual solution,Positive,,Low,,"Buy Equities, Banking, IT",live-feed,Child care crisis forces Washington county to try an unusual solution Child care crisis forces Washington county to try an unusual solution,True,True,91.88
Mortgage repayments reach new high: ministry,Taipeitimes,2026-04-12 16:00:00,Mortgage repayments reach new high: ministry,Positive,,Low,,"Buy Equities, Banking, IT",live-feed,Mortgage repayments reach new high: ministry Mortgage repayments reach new high: ministry,True,True,92.03
"BOJ policy to boost yen could be an option to curb inflation, Japanese minister says",Taipeitimes,2026-04-12 16:00:00,"BOJ policy to boost yen could be an option to curb inflation, Japanese minister says",Neutral,,Low,,Market Neutral | Hold Positions,live-feed,"BOJ policy to boost yen could be an option to curb inflation, Japanese minister says BOJ policy to boost yen could be an option to curb inflation, Japanese minister says",True,True,93.82
Guermantes Lailari On Taiwan: The deadly myth of kinship: Why Taiwan must reform to survive,Taipeitimes,2026-04-12 16:00:00,Guermantes Lailari On Taiwan: The deadly myth of kinship: Why Taiwan must reform to survive,Negative,,Low,,Hold Cash | Defensive Stocks,live-feed,Guermantes Lailari On Taiwan: The deadly myth of kinship: Why Taiwan must reform to survive Guermantes Lailari On Taiwan: The deadly myth of kinship: Why Taiwan must reform to survive,True,True,91.99
Trump’s one Big Beautiful Bill Act darkens outlook for Lincoln clinic,Lincoln Journal Star,2026-04-12 16:00:00,Trump’s one Big Beautiful Bill Act darkens outlook for Lincoln clinic,Positive,,Low,,"Buy Equities, Banking, IT",live-feed,Trump’s one Big Beautiful Bill Act darkens outlook for Lincoln clinic Trump’s one Big Beautiful Bill Act darkens outlook for Lincoln clinic,True,True,92.17
Politicians face aftermath of storm and potential price spikes from fuel crisis,The Post,2026-04-12 16:00:00,Politicians face aftermath of storm and potential price spikes from fuel crisis,Neutral,,Low,,Market Neutral | Hold Positions,live-feed,Politicians face aftermath of storm and potential price spikes from fuel crisis Politicians face aftermath of storm and potential price spikes from fuel crisis,True,True,93.95
To excise the excise tax or not?,Philstar.com,2026-04-12 16:00:00,To excise the excise tax or not?,Neutral,,Low,,Market Neutral | Hold Positions,live-feed,To excise the excise tax or not? To excise the excise tax or not?,True,True,94.31
"2 Stocks to Buy and 2 to Sell, According to Insiders",Investorplace,2026-04-12 16:00:00,"2 Stocks to Buy and 2 to Sell, According to Insiders",Neutral,,Low,,Market Neutral | Hold Positions,live-feed,"2 Stocks to Buy and 2 to Sell, According to Insiders 2 Stocks to Buy and 2 to Sell, According to Insiders",True,True,94.01
"‘Higher coal use raises risks, costs for Philippines, Asean peers’",Philstar.com,2026-04-12 16:00:00,"‘Higher coal use raises risks, costs for Philippines, Asean peers’",Positive,,Low,,"Buy Equities, Banking, IT",live-feed,"‘Higher coal use raises risks, costs for Philippines, Asean peers’ ‘Higher coal use raises risks, costs for Philippines, Asean peers’",True,True,91.55
"Despite turbulent March, PAL keeps flights punctual",Philstar.com,2026-04-12 16:00:00,"Despite turbulent March, PAL keeps flights punctual",Neutral,,Low,,Market Neutral | Hold Positions,live-feed,"Despite turbulent March, PAL keeps flights punctual Despite turbulent March, PAL keeps flights punctual",True,True,94.1
Galunggong landed at Navotas port nearly doubles as harvest peak starts,Businessworld Online,2026-04-12 16:03:55,Galunggong landed at Navotas port nearly doubles as harvest peak starts,Neutral,,Low,,Market Neutral | Hold Positions,live-feed,Galunggong landed at Navotas port nearly doubles as harvest peak starts Galunggong landed at Navotas port nearly doubles as harvest peak starts,True,True,93.84
Reviving Hidden Alternative Cancer Cures,Activist Post,2026-04-12 16:03:39,Reviving Hidden Alternative Cancer Cures,Negative,,Low,,Hold Cash | Defensive Stocks,live-feed,Reviving Hidden Alternative Cancer Cures Reviving Hidden Alternative Cancer Cures,True,True,91.8
Middle East conflict may erode Philippine banks’ asset quality — Fitch Ratings,Businessworld Online,2026-04-12 16:03:22,Middle East conflict may erode Philippine banks’ asset quality — Fitch Ratings,Neutral,,Medium,,Hold Gold | Avoid High-Risk Equities,live-feed,Middle East conflict may erode Philippine banks’ asset quality — Fitch Ratings Middle East conflict may erode Philippine banks’ asset quality — Fitch Ratings,True,True,90.33
Child care crisis forces Washington state county to try an unusual solution,Chronline,2026-04-12 16:03:01,Child care crisis forces Washington state county to try an unusual solution,Positive,,Low,,"Buy Equities, Banking, IT",live-feed,Child care crisis forces Washington state county to try an unusual solution Child care crisis forces Washington state county to try an unusual solution,True,True,91.74
JPMorgan’s Dimon warns of brewing market storm,Yahoo! News,2026-04-12 16:03:00,JPMorgan’s Dimon warns of brewing market storm,Neutral,,High,,Buy Gold & Defence Stocks | Avoid Equities,live-feed,JPMorgan’s Dimon warns of brewing market storm JPMorgan’s Dimon warns of brewing market storm,True,True,93.82
BSP bills fetch lower yields as demand surges,Businessworld Online,2026-04-12 16:02:22,BSP bills fetch lower yields as demand surges,Neutral,,Low,,Market Neutral | Hold Positions,live-feed,BSP bills fetch lower yields as demand surges BSP bills fetch lower yields as demand surges,True,True,93.82
Pooled procurement to secure the country’s medicine supply,Businessworld Online,2026-04-12 16:01:51,Pooled procurement to secure the country’s medicine supply,Positive,,Low,,"Buy Equities, Banking, IT",live-feed,Pooled procurement to secure the country’s medicine supply Pooled procurement to secure the country’s medicine supply,True,True,92.32
Yields on gov’t debt end lower as US-Iran ceasefire lifts sentiment,Businessworld Online,2026-04-12 16:01:21,Yields on gov’t debt end lower as US-Iran ceasefire lifts sentiment,Neutral,,Low,,Market Neutral | Hold Positions,live-feed,Yields on gov’t debt end lower as US-Iran ceasefire lifts sentiment Yields on gov’t debt end lower as US-Iran ceasefire lifts sentiment,True,True,94.16
Chiniot's safe city project nears completion under CM Punjab's vision,Urdupoint,2026-04-12 16:00:12,Chiniot's safe city project nears completion under CM Punjab's vision,Positive,,Low,,"Buy Equities, Banking, IT",live-feed,Chiniot's safe city project nears completion under CM Punjab's vision Chiniot's safe city project nears completion under CM Punjab's vision,True,True,91.96
Map Shows Where US Businesses Close the Fastest,Newsweek,2026-04-12 16:09:18,Map Shows Where US Businesses Close the Fastest,Neutral,,Low,,Market Neutral | Hold Positions,live-feed,Map Shows Where US Businesses Close the Fastest Map Shows Where US Businesses Close the Fastest,True,True,94.33
